company,description,experience,location,posted_date,salary,skills,title,url
Xerox,"Responsible for those functions, activities, and skills . required . for analysis, desi...",3-6 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Not specified,Not disclosed,,Python Developer - Senior Software,https://www.naukri.com/job-listings-python-developer-senior-software-xerox-business-services-india-private-limited-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-6-years-030425502179
